time,frame,id,x,y,w,h,raw_prob,smoothed_prob,label
18.3182213306427,120,2,313,192,174,174,0.9181821942329407,0.8959888592362404,Interested
18.42620015144348,121,2,312,189,179,179,0.6907923221588135,0.8674914091825485,Interested
18.54816460609436,122,2,312,190,177,177,0.7045262455940247,0.8400799706578255,Interested
18.689680337905884,123,2,312,192,176,176,0.8929275870323181,0.8467990756034851,Interested
18.820229530334473,124,2,313,195,171,171,0.8909569382667542,0.8375507444143295,Interested
18.964237689971924,125,2,310,195,176,176,0.6076925992965698,0.8152263760566711,Interested
19.093297958374023,126,2,309,194,176,176,0.7784061431884766,0.7929894849658012,Interested
19.206132173538208,127,2,308,195,178,178,0.9080143570899963,0.7989372983574867,Interested
19.318589687347412,128,2,310,197,172,172,0.6823452711105347,0.769457682967186,Interested
19.430809020996094,129,2,310,197,173,173,0.7349618673324585,0.7749788761138916,Interested
19.549605131149292,130,2,311,198,171,171,0.880582332611084,0.796985886991024,Interested
19.665152549743652,131,2,311,197,173,173,0.7978883385658264,0.7851059809327126,Interested
19.791200160980225,132,2,312,197,171,171,0.8952246904373169,0.7856394499540329,Interested
19.919131994247437,133,2,310,199,177,177,0.8049479126930237,0.8102963641285896,Interested
20.048062324523926,134,2,309,200,180,180,0.8450778722763062,0.8186303302645683,Interested
20.160444974899292,135,2,314,207,178,178,0.8422750234603882,0.8104129135608673,Interested
20.273401260375977,136,2,312,208,181,181,0.8247349858283997,0.8282116279006004,Interested
20.379729747772217,137,2,315,211,182,182,0.987575352191925,0.8597883135080338,Interested
20.493979930877686,138,2,316,213,178,178,0.9815216064453125,0.8724057227373123,Interested
20.641279220581055,139,2,314,210,183,183,0.9646958112716675,0.8932566568255424,Interested
20.762999773025513,140,2,313,208,184,184,0.983137845993042,0.9042458012700081,Interested
20.875988721847534,141,2,310,204,186,186,0.9716268181800842,0.9250806644558907,Interested
21.005770921707153,142,2,314,204,180,180,0.9721609950065613,0.9409660547971725,Interested
21.11826992034912,143,2,311,203,181,181,0.93199622631073,0.9521812051534653,Interested
21.23104977607727,144,2,312,204,178,178,0.9736332297325134,0.9707934856414795,Interested
21.32740354537964,145,2,312,204,178,178,0.9600837826728821,0.9673570394515991,Interested
21.45647382736206,146,2,311,208,180,180,0.9547021389007568,0.9640046060085297,Interested
21.55301570892334,147,2,312,208,181,181,0.9745373725891113,0.9652348011732101,Interested
21.679742336273193,148,2,314,212,179,179,0.9935585856437683,0.9665373936295509,Interested
21.79355239868164,149,2,314,212,181,181,0.9850950241088867,0.9682209193706512,Interested
21.922597408294678,150,2,314,211,183,183,0.9609396457672119,0.9668182507157326,Interested
22.034867763519287,151,2,314,211,182,182,0.960350513458252,0.9703625366091728,Interested
22.152909994125366,152,2,315,211,179,179,0.9841809272766113,0.9716809988021851,Interested
22.260167360305786,153,2,313,209,183,183,0.975227415561676,0.9735739529132843,Interested
22.380456924438477,154,2,311,208,181,181,0.9092403650283813,0.9678912311792374,Interested
22.4945650100708,155,2,312,208,179,179,0.9510486721992493,0.9649551436305046,Interested
22.624583959579468,156,2,310,206,180,180,0.9319530129432678,0.957254447042942,Interested
22.743836164474487,157,2,308,205,182,182,0.9287937879562378,0.9502167925238609,Interested
22.85686755180359,158,2,306,202,184,184,0.926496148109436,0.945911355316639,Interested
22.984957695007324,159,2,308,204,181,181,0.9679706692695618,0.9468638747930527,Interested
23.082008361816406,160,2,306,202,183,183,0.9167681932449341,0.938437283039093,Interested
23.211336612701416,161,2,308,203,178,178,0.786128044128418,0.9147998616099358,Interested
